brand,product,url,price
solid gold,"Solid Gold Skin & Coat Support Chicken & Salmon Wet Dog Food, 3.5-oz cup, case of 6",https://www.chewy.com/solid-gold-skin-coat-support-chicken/dp/1082566,9.71
jinx,"Jinx Salmon, Brown Rice & Sweet Potato ALS Kibble Dog Dry Food, 11.5-lb bag",https://www.chewy.com/jinx-salmon-brown-rice-sweet-potato/dp/394011,17.41
wholesomes,"Wholesomes Sensitive Skin & Stomach with Salmon Protein Dry Dog Food, 30-lb bag",https://www.chewy.com/wholesomes-sensitive-skin-stomach/dp/278998,32.08
health extension,"Health Extension Gently Cooked Grain-Free Salmon Recipe Wet Dog Food, 9-oz pouch, 1 count",https://www.chewy.com/health-extension-gently-cooked-grain/dp/1980494,4.87
country vet naturals,"Country Vet Naturals Butcher Shop Blend Beef & Bacon Flavor Dry Dog Food, 35-lb bag",https://www.chewy.com/country-vet-naturals-butcher-shop/dp/283681,29.89
stewart,"Stewart Supper Sprinkles Chicken Liver Single Ingredient Dehydrated Dog Food Topper, 2.5-oz bag",https://www.chewy.com/stewart-supper-sprinkles-chicken/dp/1130302,6.49
dog chow,"Dog Chow Complete Adult Lamb Flavor Dry Dog Food, 44-lb bag",https://www.chewy.com/dog-chow-complete-kibble-lamb-flavor/dp/918902,16.88
purina beneful,"Purina Beneful Medleys Romana Style with Real Chicken in Gravy Wet Dog Food, 3-oz, pack of 3",https://www.chewy.com/purina-beneful-medleys-romana-style/dp/127659,1.81
evangers,"Evanger's Classic Recipes Beef Grain-Free Canned Dog Food, 12.5-oz, case of 12",https://www.chewy.com/evangers-classic-recipes-beef-grain/dp/37792,17.86
jinx,"Jinx Salmon, Sweet Potato & Carrot ALS Kibble Dog Dry Food, 23.5-lb bag",https://www.chewy.com/jinx-salmon-sweet-potato-carrot-als/dp/394013,30.77
nulo,"Nulo Gently-Cooked Meals Chicken & Quinoa Recipe Wet Dog Food, 9-oz pouch, case of 8",https://www.chewy.com/nulo-adult-high-protein-chicken/dp/1111870,39.92
natures recipe,"Nature's Recipe Mature Lamb & Rice Recipe Dry Dog Food, 24-lb bag",https://www.chewy.com/natures-recipe-mature-lamb-rice/dp/36556,23.07
blue,"Blue Buffalo Life Protection Formula Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food, 30-lb bag, bundle of 2",https://www.chewy.com/blue-buffalo-life-protection-formula/dp/28792,109.96
justfoodfordogs,"JustFoodForDogs JustFresh Human Grade Home-Cooked Beef Recipe Fresh Dog Food, 12-oz pouch, pack of 7",https://www.chewy.com/justfoodfordogs-justfresh-home-cooked/dp/1401422,27.97
puppy chow,"Puppy Chow Tender & Crunchy with Real Beef Dry Dog Food, 30-lb bag",https://www.chewy.com/puppy-chow-tender-crunchy-real-beef/dp/127760,17.8
justfoodfordogs,"JustFoodForDogs Fish & Sweet Potato Recipe Frozen Human-Grade Fresh Dog Food, 18-oz pouch, case of 7",https://www.chewy.com/justfoodfordogs-fish-sweet-potato/dp/394312,38.49
purina beneful,"Purina Beneful Chopped Blends Variety Pack Wet Dog Food Tray, 10-oz, case of 12",https://www.chewy.com/purina-beneful-chopped-blends-variety/dp/158063,17.54
portland pet food company,"Portland Pet Food Company Wally's Salmon N' Rice Homestyle Wet Dog Food Topper, 9-oz pouch, case of 4",https://www.chewy.com/portland-pet-food-company-wallys/dp/279345,18.17
the new zealand natural pet food co,"The New Zealand Natural Pet Food Co. Woof Beef Air Dried Dog Food, 26.5-oz bag",https://www.chewy.com/new-zealand-natural-pet-food-co-woof/dp/937574,31.13
herbsmith,"Herbsmith Smiling Dog Kibble Seasoning Freeze-Dried Chicken with Apples & Spinach Dog Food Topper, 3-oz bottle",https://www.chewy.com/herbsmith-smiling-dog-kibble/dp/112295,9.74
jinx,"Jinx Bone Broth Stew with Beef & Vegetables Grain-Free Wet Dog Food, 13-oz can, case of 12",https://www.chewy.com/jinx-bone-browth-stew-beef-vegetables/dp/1709430,19.34
stella and chewys,"Stella & Chewy's Stella's Super Beef Dinner Patties Freeze-Dried Raw Dog Food, 14-oz bag",https://www.chewy.com/stella-chewys-stellas-super-beef/dp/34229,23.39
blue,"Blue Buffalo Life Protection Formula Adult Lamb & Brown Rice Recipe Dry Dog Food, 34-lb bag",https://www.chewy.com/blue-buffalo-life-protection-formula/dp/34734,58.98
the new zealand natural pet food co,"The New Zealand Natural Pet Food Co. Woof Venison Air Dried Dog Food, 3.5-oz bag",https://www.chewy.com/new-zealand-natural-pet-food-co-woof/dp/937750,9.74
health extension,"Health Extension Gently Cooked Grain-Free Salmon Recipe Wet Dog Food, 9-oz pouch, 1 count",https://www.chewy.com/health-extension-gently-cooked-grain/dp/1980494,4.87
the honest kitchen,"The Honest Kitchen Daily Boosters Turkey Bone Broth with Turmeric for Dogs, 3.6-oz jar",https://www.chewy.com/honest-kitchen-daily-boosters-turkey/dp/159471,8.44
stella and chewys,"Stella & Chewy's Duck Duck Goose Meal Mixers Freeze-Dried Raw Dog Food Topper, 3.5-oz bag",https://www.chewy.com/stella-chewys-duck-duck-goose-meal/dp/175013,7.79
health extension,"Health Extension Gently Cooked Duck & Kale Recipe Wet Dog Food, 9-oz pouch, 1 count",https://www.chewy.com/health-extension-gently-cooked-duck/dp/1458654,4.87
kibbles n bits,"Kibbles 'n Bits Mini Bits Savory Bacon & Steak Flavor Small Breed Dry Dog Food, 16-lb bag",https://www.chewy.com/kibbles-n-bits-mini-bits-bacon-steak/dp/1040966,9.73
redbarn,"Redbarn Powerfood Small Breed Recipe Chicken & Blueberry Grain-Free Air Dried Dog Food, 2.5-oz bag",https://www.chewy.com/redbarn-grain-free-chicken-blueberry/dp/1605542,2.92
petplate,"PetPlate Human Grade Variety Pack Beef, Chicken, Lamb, Pork, Turkey & Venison Fresh Dog Food, 12-oz cup, case of 12",https://www.chewy.com/petplate-human-grade-variety-sample/dp/878646,49.99
merrick pet care,"Merrick Adult Grain-Free Beef, Lamb & Bison Pate Canned Dog Food, 12.7-oz can, case of 4",https://www.chewy.com/merrick-grain-free-real-beef-lamb/dp/37301,10.89
instinct,"Instinct Raw Meals Real Beef Recipe Grain-Free Adult Freeze-Dried Dog Food, 3-oz bag",https://www.chewy.com/instinct-freeze-dried-raw-meals-real/dp/245966,5.84
vital essentials,"Vital Essentials Freeze-Dried Raw Beef Entree & Mixer Dog Food Crunchy Mini Nibs, 5.5-oz bag",https://www.chewy.com/vital-essentials-freeze-dried-raw/dp/119476,10.39
nutrish,"Nutrish Whole Health Blend Large Breed Real Beef, Pea, Carrot & Brown Rice Recipe Dry Dog Food, 40-lb bag",https://www.chewy.com/rachael-ray-nutrish-big-life-large/dp/295596,35.74
stella and chewys,"Stella & Chewy's Stella's Super Beef Dinner Patties Freeze-Dried Raw Dog Food, 25-oz bag, bundle of 2",https://www.chewy.com/stella-chewys-stellas-super-beef/dp/30063,77.99
dog chow,"Dog Chow High Protein Real Beef Recipe Dry Dog Food, 44-lb bag",https://www.chewy.com/purina-dog-chow-high-protein-real/dp/1351838,20.45
nutrish,"Nutrish Whole Health Blend Real Beef & Pumpkin Canned Dog Food, 13-oz, case of 12",https://www.chewy.com/rachael-ray-nutrish-real-beef-pumpkin/dp/399642,18.56
instinct,"Instinct Raw Boost Mixers Beef Recipe Grain-Free Freeze-Dried Dog Food Topper, 6-oz bag",https://www.chewy.com/instinct-raw-boost-mixers-beef-recipe/dp/117327,9.09
jinx,"Jinx Freeze-Dried Chicken Dry Dog Food Topper, 3-oz bag",https://www.chewy.com/jinx-freeze-dried-chicken-dry-dog/dp/394019,6.49
portland pet food company,"Portland Pet Food Company Grandma Ada's Turkey & Yams Homestyle Wet Dog Food Topper, 9-oz pouch, case of 4",https://www.chewy.com/portland-pet-food-company-grandma/dp/279343,18.17
solid gold,"Solid Gold Real Beef & Pumpkin Freeze-Dried Raw Meal Dog Food Topper, 12.5-oz bag",https://www.chewy.com/solid-gold-real-beef-pumpkin-freeze/dp/1475526,21.44
justfoodfordogs,"JustFoodForDogs Sampler Variety Box Frozen Human-Grade Fresh Dog Food, 18-oz pouch, case of 7",https://www.chewy.com/justfoodfordogs-sampler-variety-box/dp/536782,41.99
true acre foods,"True Acre Foods Grain-Free Beef & Vegetable Dry Dog Food, 30-lb bag",https://www.chewy.com/true-acre-foods-grain-free-beef/dp/177003,28.59
instinct,"Instinct FreshRaw Meals Variety Pack Dog Food, 8-oz, case of 6",https://www.chewy.com/instinct-freshraw-meals-variety-pack/dp/2076526,19.99
blue,"Blue Buffalo Homestyle Recipe Chicken & Beef Wet Dog Food, 12.5-oz can, case of 6",https://www.chewy.com/blue-buffalo-homestyle-recipe-chicken/dp/748342,11.43
solid gold,"Solid Gold Digestive Support Chicken, Beef & Pumpkin Wet Dog Food, 3.5-oz cup, case of 12",https://www.chewy.com/solid-gold-digestive-support-chicken/dp/1082518,18.45
i and love and you,"I and Love and You Cluckin' Good and Gobble it Up Stew Grain-Free Combo Pack Canned Dog Food, 13-oz, case of 6",https://www.chewy.com/i-love-you-cluckin-good-gobble-it-up/dp/157229,11.3
health extension,"Health Extension Gently Cooked Lamb & Carrot Recipe Wet Dog Food, 9-oz pouch, 1 count",https://www.chewy.com/health-extension-gently-cooked-lamb/dp/1980478,4.54
stella and chewys,"Stella & Chewy's Chewy's Chicken Dinner Patties Freeze-Dried Raw Dog Food, 25-oz bag",https://www.chewy.com/stella-chewys-chewys-chicken-dinner/dp/121085,38.99
bixbi,"BIXBI Rawbble Duck Recipe Grain-Free Freeze-Dried Dog Food, 26-oz bag",https://www.chewy.com/bixbi-rawbble-duck-recipe-grain-free/dp/244635,40.29
stella and chewys,"Stella & Chewy's Dandy Lamb Dinner Patties Freeze-Dried Raw Dog Food, 25-oz bag",https://www.chewy.com/stella-chewys-dandy-lamb-dinner/dp/168120,38.99
vital essentials,"Vital Essentials Freeze-Dried Raw Beef Entree & Mixer Dog Food Crunchy Nibs, 14-oz bag",https://www.chewy.com/vital-essentials-beef-nibs-entree/dp/793582,23.39
earth animal,"Earth Animal Wisdom Air-Dried From the Land Recipe with Venison, Beef, & Bison Premium Natural Dog Food, 128-oz bag",https://www.chewy.com/earth-animal-wisdom-from-land-recipe/dp/983070,109.99
redbarn,"Redbarn Powerfood Digestive Health Fish Gently Air Dried Dog Food, 32-oz bag",https://www.chewy.com/redbarn-grain-free-fish-gut-health/dp/1605654,28.59
blue,"Blue Buffalo Natural Veterinary Diet HF Hydrolyzed for Food Intolerance Grain-Free Dry Dog Food, 22-lb bag",https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/174505,89.98
stella and chewys,"Stella & Chewy's Dandy Lamb Meal Mixers Freeze-Dried Raw Dog Food Topper, 18-oz bag, bundle of 2",https://www.chewy.com/stella-chewys-dandy-lamb-meal-mixers/dp/160753,58.49
nutrish,"Nutrish Whole Health Blend Small Breed Real Chicken & Veggies Recipe Dry Dog Food, 6-lb bag",https://www.chewy.com/rachael-ray-nutrish-little-bites/dp/169328,6.49
the new zealand natural pet food co,"The New Zealand Natural Pet Food Co. Woof Chicken Air Dried Dog Food, 26.5-oz bag",https://www.chewy.com/new-zealand-natural-pet-food-co-woof/dp/937590,31.19
vital essentials,"Vital Essentials Protein Mix-In Beef Recipe Mini Nibs Grain-Free Freeze-Dried Raw Dog Food Topper, 6-oz bag",https://www.chewy.com/vital-essentials-protein-mix-in-beef/dp/846142,16.99
milkbone,Bundle: Pedigree Chopped Ground Dinner Filet Mignon Flavor & Beef Wet Food Variety Pack + Milk-Bone Beef & Filet Mignon Recipe Dog Treats,https://www.chewy.com/pedigree-chopped-ground-dinner-filet/dp/882638,21.26
stewart,"Stewart Raw Naturals Chicken & Salmon Flavor Limited-Ingredient Freeze-Dried Dog Food, 32-oz bag",https://www.chewy.com/stewart-raw-naturals-chicken-salmon/dp/1603558,35.08
merrick pet care,"Merrick Chicken Bone Broth Grain-Free Wet Dog Food Topper, 7-oz pouch",https://www.chewy.com/merrick-chicken-bone-broth-grain-free/dp/253750,3.05
the pets table,"The Pets Table Salmon & Whitefish with Pumpkin Grain-Free Air-Dried Dog Food, 48-oz bag, bundle of 2",https://www.chewy.com/pets-table-salmon-whitefish-pumpkin/dp/1661766,86.4
i and love and you,"I and Love and You Beef Booyah and Moo Moo Venison Stew Grain-Free Combo Pack Canned Dog Food, 13-oz, case of 6",https://www.chewy.com/i-love-you-beef-booyah-moo-moo/dp/157233,9.42
purina beneful,"Purina Beneful Medleys Mediterranean Style with Real Lamb in Gravy Wet Dog Food, 3-oz, pack of 3",https://www.chewy.com/purina-beneful-medleys-mediterranean/dp/127645,1.81
maev,"MAEV Anxiety & Calming Human-Grade Raw Frozen Beef Dog Food, 5-lb bag",https://www.chewy.com/maev-beef-formula-supplemented/dp/1554094,51.35
natures recipe,"Nature's Recipe Original Grain-Free Variety Pack Wet Dog Food, 2.75-oz, case of 48",https://www.chewy.com/natures-recipe-original-grain-free/dp/176551,39.12
justfoodfordogs,"JustFoodForDogs Veterinary Diet Hepatic Support Low Fat Frozen Human-Grade Fresh Dog Food, 18-oz pouch, case of 7",https://www.chewy.com/justfoodfordogs-veterinary-diet/dp/394339,50.04
nutrish,"Rachael Ray Nutrish Gentle Digestion Real Chicken, Pumpkin & Salmon Recipe Premium Pate Wet Dog Food, 13-oz, case of 12 (Rachael Ray)",https://www.chewy.com/rachael-ray-nutrish-gentle-digestion/dp/399644,18.64
justfoodfordogs,"JustFoodForDogs Fish & Sweet Potato Recipe Frozen Human-Grade Fresh Dog Food, 18-oz pouch, case of 7",https://www.chewy.com/justfoodfordogs-fish-sweet-potato/dp/394312,38.49
natures recipe,"Nature's Recipe Grain-Free Chicken Recipe in Broth Wet Dog Food, 2.75-oz, case of 24",https://www.chewy.com/natures-recipe-grain-free-chicken/dp/108090,18.19
merrick pet care,"Merrick Fresh Selects Frozen Turkey & Brown Rice Dog Food, 18-oz pouch, 7 count",https://www.chewy.com/merrick-fresh-selects-frozen-turkey/dp/1915070,33.95
evangers,"Evanger's Classic Recipes Lamb & Rice Dinner Canned Dog Food, 12.5-oz, case of 12",https://www.chewy.com/evangers-classic-recipes-lamb-rice/dp/29054,17.86
justfoodfordogs,"JustFoodForDogs Variety Pack Frozen Human-Grade Fresh Dog Food, 5.5-oz pouch, case of 18",https://www.chewy.com/justfoodfordogs-variety-pack-frozen/dp/704542,35.75
purebites,"PureBites Dog Pates Chicken Food Topping, 2.5-oz can",https://www.chewy.com/purebites-dog-pates-chicken-food/dp/382700,1.49
supreme source,"Supreme Source Grain-Free Salmon Meal & Sweet Potato Recipe Dry Dog Food, 5-lb bag",https://www.chewy.com/supreme-source-grain-free-salmon-meal/dp/152270,11.94
health extension,"Health Extension Little Bites Chicken & Brown Rice Recipe Dry Dog Food, 30-lb bag",https://www.chewy.com/health-extension-little-bites-chicken/dp/56180,66.98
kibbles n bits,Bundle: Kibbles 'n Bits Original Savory Beef & Chicken Dry Food + Milk-Bone Original Large Biscuit Dog Treats,https://www.chewy.com/kibbles-n-bits-original-savory-beef/dp/916278,24.54
nutrish,"Nutrish Healthy Weight Real Turkey, Brown Rice & Venison Recipe Dry Dog Food, 13-lb bag (Rachael Ray)",https://www.chewy.com/rachael-ray-nutrish-real-turkey-brown/dp/126237,15.33
good n tasty,"Good 'n' Tasty Triple Flavor Mix Duck, Beef, & Rabbit Puree Dog Food Topper, 28 count",https://www.chewy.com/good-n-tasty-triple-flavor-mix-duck/dp/1364894,12.34
justfoodfordogs,"JustFoodForDogs Veterinary Diet Renal Support Low Protein Frozen Human-Grade Fresh Dog Food, 18-oz pouch, case of 7",https://www.chewy.com/justfoodfordogs-veterinary-diet-renal/dp/394324,59.14
moist meaty,"Moist & Meaty Steak Flavor Dry Dog Food, 6-oz pouch, case of 12",https://www.chewy.com/moist-meaty-steak-flavor-dry-dog-food/dp/127742,5.12
dr pol,"Dr. Pol Healthy Balance Salmon Recipe Grain-Free Dry Dog Food, 4-lb bag",https://www.chewy.com/dr-pol-healthy-balance-salmon-recipe/dp/259043,14.0
rachael ray nutrish,"Rachael Ray Nutrish Premium Pate Variety Pack Wet Dog Food, 13-oz can, case of 12",https://www.chewy.com/rachael-ray-nutrish-premium-pate/dp/825014,18.65
moist meaty,"Moist & Meaty Burger with Cheddar Cheese Flavor Dry Dog Food, 6-oz pouch, case of 36",https://www.chewy.com/moist-meaty-burger-cheddar-cheese/dp/127723,12.01
farmland traditions,"Farmland Traditions The Good List Beef & Bone Broth Recipe Adult Gently Air-Dried Dog Food, 2.2-lb bag",https://www.chewy.com/farmland-traditions-good-list-beef/dp/1744510,29.24
blue,"Blue Buffalo Blue’s Stew Hearty Beef Stew Grain-Free Canned Dog Food, 12.5-oz can, case of 24",https://www.chewy.com/blue-buffalo-blues-hearty-beef-stew/dp/28775,50.56
nulo,"Nulo Signature Stews Variety Pack Grain-Free Small Breed Wet Dog Food, 2.8-oz cup, case of 12",https://www.chewy.com/nulo-signature-stews-variety-pack/dp/1061390,15.59
blue,"Blue Buffalo Homestyle Recipe Beef Dinner with Garden Vegetables & Sweet Potatoes Canned Dog Food, 12.5-oz can, case of 24",https://www.chewy.com/blue-buffalo-homestyle-recipe-beef/dp/28762,50.56
american journey,"American Journey Stews Poultry & Beef Variety Pack Grain-Free Canned Dog Food, 12.5-oz can, case of 12",https://www.chewy.com/american-journey-stews-poultry-beef/dp/160900,19.49
blue,"Blue Buffalo Natural Veterinary Diet GI Gastrointestinal Support Dry Dog Food, 22-lb bag",https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/174502,79.98
blue,"Blue Buffalo Natural Veterinary Diet KS Kidney Support Grain-Free Wet Dog Food, 12.5-oz, case of 12",https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/174523,35.72
country vet naturals,"Country Vet Naturals 28-16 Grain-Free Dog Food, 30-lb bag",https://www.chewy.com/country-vet-naturals-28-16-grain-free/dp/225822,27.67
badlands ranch,"Badlands Ranch Superfood Complete Grain-Free Beef Air-Dried Dog Food, 24-oz bag",https://www.chewy.com/badlands-ranch-superfood-complete/dp/1040174,27.94
blue,"Blue Buffalo Natural Veterinary Diet HF Hydrolyzed for Food Intolerance Grain-Free Dry Dog Food, 22-lb bag",https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/174503,89.98
stella and chewys,"Stella & Chewy's Marie's Magical Dinner Dust Freeze-Dried Raw Cage-Free Chicken Dog Food Topper, 7-oz bag",https://www.chewy.com/stella-chewys-maries-magical-dinner/dp/203219,14.94
blue,"Blue Buffalo Homestyle Recipe Chicken & Beef Wet Dog Food, 12.5-oz can, case of 18",https://www.chewy.com/blue-buffalo-homestyle-recipe-chicken/dp/748334,34.28
inukshuk,"Inukshuk Professional Dry Dog Food 30/25, 33-lb bag",https://www.chewy.com/inukshuk-professional-dry-dog-food/dp/149201,57.51
the pets table,"The Pets Table Freshly-Made Frozen Human-Grade Variety Pack Dog Food, 32 to 36-oz pouches, 6 count",https://www.chewy.com/pets-table-freshly-made-grain-free/dp/1384494,62.49
natures recipe,"Nature's Recipe Grain-Free Lamb, Sweet Potato & Pumpkin Recipe Dry Dog Food, 4-lb bag",https://www.chewy.com/natures-recipe-grain-free-lamb-sweet/dp/169182,3.95
justfoodfordogs,"JustFoodForDogs JustFresh Human Grade Home-Cooked Turkey Recipe Fresh Dog Food, 12-oz pouch, pack of 14",https://www.chewy.com/justfoodfordogs-justfresh-human-grade/dp/1659814,48.93
vital essentials,"Vital Essentials Freeze-Dried Raw Beef Entree & Mixer Dog Food Crunchy Nibs, 14-oz bag",https://www.chewy.com/vital-essentials-beef-nibs-entree/dp/793582,23.39
redbarn,"Redbarn Naturals Lamb Recipe Dog Food Roll, 64-oz roll",https://www.chewy.com/redbarn-naturals-lamb-recipe-dog-food/dp/45770,12.99
dog chow,"Purina Dog Chow Tender & Crunchy Adult Real Lamb & Turkey Flavor Dry Dog Food, 16-lb bag",https://www.chewy.com/dog-chow-tender-crunchy-real-lamb-dry/dp/127752,10.39
instinct,"Instinct Freeze-Dried Raw Boost Mixers Grain-Free Tranquility Dog Food Topper, 5.5-oz bag",https://www.chewy.com/instinct-boost-mixers-calming-support/dp/755758,10.39
blackwood,"Blackwood Meal Toppers Cod & Salmon Recipe High-Protein Freeze-Dried Dog Food Topper, 8-oz bag",https://www.chewy.com/blackwood-meal-toppers-cod-salmon/dp/1457422,14.94
lucy pet products,"Lucy Pet Products Chicken Formula Dog Wet Food, 2.75-oz roll, 36 count",https://www.chewy.com/lucy-pet-products-chicken-formula-dog/dp/569398,42.1
blue,"Blue Buffalo Homestyle Recipe Turkey Meatloaf Dinner with Garden Vegetables Canned Dog Food, 12.5-oz, case of 12",https://www.chewy.com/blue-buffalo-homestyle-recipe-turkey/dp/31985,22.26
under the weather,"Under the Weather Rice, Chicken & Pumpkin Freeze-Dried Dog Food, 6-oz bag, 3 count",https://www.chewy.com/under-weather-rice-chicken-pumpkin/dp/878726,24.67
turkey,"Primal Cupboard Cuts Turkey Grain-Free Freeze-Dried Raw Dog Food Topper, 18-oz bag",https://www.chewy.com/primal-cupboard-cuts-turkey-grain/dp/550054,26.64
stella and chewys,"Stella & Chewy's Savory Salmon & Cod Meal Mixers Freeze-Dried Raw Dog Food Topper, 8-oz bag",https://www.chewy.com/stella-chewys-savory-salmon-cod-meal/dp/109909,15.59
natures logic,"Nature's Logic 100% Natural Dehydrated Chicken Bone Broth Dog & Cat Food Topper, 6-oz tub",https://www.chewy.com/natures-logic-dehydrated-chicken-bone/dp/168588,13.34
the pets table,"The Pets Table Beef & Berries Grain-Free Air-Dried Dog Food, 16-oz bag",https://www.chewy.com/pets-table-beef-berries-grain-free/dp/1192302,14.3
stewart,"Stewart Raw Naturals Chicken & Vegetables Recipe Grain-Free Adult, Freeze-Dried Dog Food, 8-oz pouch",https://www.chewy.com/stewart-raw-naturals-chicken/dp/1325110,18.99
rachael ray nutrish,"Rachael Ray Nutrish Gentle Digestion Variety Pack Canned Dog Food, 13-oz can, case of 12",https://www.chewy.com/rachael-ray-nutrish-gentle-digestion/dp/1021598,18.65
purina beneful,"Purina Beneful Freshly Prepared Meals Roasted Turkey Medley with Wild Rice, Peas & Barley Wet Dog Food, 10-oz, case of 8",https://www.chewy.com/purina-beneful-prepared-meals-roasted/dp/127720,8.27
purina beneful,"Purina Beneful Infused Pate with Real Lamb, Chicken, Beef Variety Pack Wet Dog Food, 3-oz can, case of 24",https://www.chewy.com/purina-beneful-infused-pate-real-lamb/dp/380550,14.16
justfoodfordogs,"JustFoodForDogs Fish & Sweet Potato Recipe Frozen Human-Grade Fresh Dog Food, 18-oz pouch, case of 7",https://www.chewy.com/justfoodfordogs-fish-sweet-potato/dp/394312,38.49
stewart,"Stewart Raw Naturals Beef Limited-Ingredient Adult Freeze-Dried Dog Food, 8-oz bag",https://www.chewy.com/stewart-raw-naturals-beef-limited/dp/1669102,13.64
blue,"Blue Buffalo Life Protection Formula Adult Beef & Brown Rice Recipe Dry Dog Food, 24-lb bag",https://www.chewy.com/blue-buffalo-life-protection-formula/dp/383354,36.39
instinct,"Instinct Freeze-Dried Raw Meals Grain-Free Wild-Caught Alaskan Pollock Recipe Dog Food, 9-oz bag",https://www.chewy.com/instinct-meals-wild-caught-alaskan/dp/755774,14.62
natures recipe,"Nature's Recipe Grain-Free Chicken, Sweet Potato & Pumpkin Recipe Dry Dog Food, 12-lb bag",https://www.chewy.com/natures-recipe-grain-free-chicken/dp/36555,19.49
because its better,"Because It's Better Real Beef & Veggies Slow Baked & Air-Dried Dog Food, 1-lb bag",https://www.chewy.com/because-its-better-real-beef-veggies/dp/1838614,9.74
merrick pet care,"Merrick Fresh Selects Frozen Turkey & Brown Rice Dog Food, 18-oz pouch, 7 count",https://www.chewy.com/merrick-fresh-selects-frozen-turkey/dp/1915070,33.95
portland pet food company,"Portland Pet Food Company Tuxedo's Chicken & Yams Homestyle Wet Dog Food Topper, 9-oz pouch, case of 4",https://www.chewy.com/portland-pet-food-company-tuxedos/dp/279341,22.72
justfoodfordogs,"JustFoodForDogs DoItYourself Chicken & White Rice Recipe Fresh Dog Food Recipe & Nutrient Blend, 7.93-oz bag",https://www.chewy.com/justfoodfordogs-doityourself-chicken/dp/394365,24.69
blue,"Blue Buffalo Homestyle Recipe Chicken & Beef Wet Dog Food, 12.5-oz can, case of 6",https://www.chewy.com/blue-buffalo-homestyle-recipe-chicken/dp/748342,11.43
redbarn,"Redbarn Powerfood Chicken High Protein Grain-Free Gently Air Dried Dog Food, 2.5-oz bag",https://www.chewy.com/redbarn-grain-free-chicken-recipe-air/dp/1605630,2.92
bully max,"Bully Max Salmon High Protein Freeze-Dried Raw Dog Food Topper, 7-oz pouch",https://www.chewy.com/bully-max-salmon-high-protein-freeze/dp/1324070,14.85
solid gold,"Solid Gold Complete & Balanced Chicken Recipe Air Dried Dog Food Topper, 2-lb pouch",https://www.chewy.com/solid-gold-complete-balanced-chicken/dp/978126,31.84
maev,"MAEV Anxiety & Calming Human-Grade Raw Frozen Beef Dog Food, 5-lb bag",https://www.chewy.com/maev-beef-formula-supplemented/dp/1554094,51.35
health extension,"Health Extension Gently Cooked Grain-Free Salmon Recipe Wet Dog Food, 9-oz pouch, 1 count",https://www.chewy.com/health-extension-gently-cooked-grain/dp/1980494,4.87
big red,"Big Red High Protein Dog Food, 50-lb bag",https://www.chewy.com/big-red-high-protein-dog-food-50-lb/dp/1505790,22.74
chicken,"Primal Kibble in the Raw Chicken Recipe Non-GMO Freeze-Dried Dog Food, 86.4-oz bag, 1 count",https://www.chewy.com/primal-kibble-in-raw-chicken-recipe/dp/1526862,58.49
the new zealand natural pet food co,"The New Zealand Natural Pet Food Co. Woof Chicken Air Dried Dog Food, 3.5-oz bag",https://www.chewy.com/new-zealand-natural-pet-food-co-woof/dp/937558,7.79
purebites,"PureBites Patés 100% Pure Pumpkin Dog Food Topping, 2.5-oz can",https://www.chewy.com/purebites-pates-100-pure-pumpkin-dog/dp/2053982,1.49
american journey,"American Journey Limited Ingredient Diet Duck & Sweet Potato Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",https://www.chewy.com/american-journey-limited-ingredient/dp/160889,21.44
american journey,"American Journey Poultry & Beef Variety Pack Grain-Free Canned Dog Food, 12.5-oz, case of 24",https://www.chewy.com/american-journey-poultry-beef-variety/dp/160898,37.04
blue,"Blue Buffalo Wilderness Trail Toppers Wild Cuts Chicken & Beef Flavors Variety Pack Wet Dog Food, 3-oz pouch, case of 12",https://www.chewy.com/blue-buffalo-wilderness-trail-toppers/dp/255114,12.6
stella and chewys,"Stella & Chewy's Dandy Lamb Dinner Patties Freeze-Dried Raw Dog Food, 25-oz bag",https://www.chewy.com/stella-chewys-dandy-lamb-dinner/dp/168120,38.99
instinct,"Instinct Raw Boost Mixers Wild Caught Alaskan Pollock Recipe High-Protein Grain-Free Freeze-Dried Dog Food Topper, 5-oz bag",https://www.chewy.com/instinct-raw-boost-mixers-wild-caught/dp/1076174,9.09
evangers,"Evanger's Classic Recipes Beef with Chicken Grain-Free Canned Dog Food, 12.5-oz, case of 12",https://www.chewy.com/evangers-classic-recipes-beef-chicken/dp/35928,18.71
blue,"Blue Buffalo Divine Delights Pate Variety Pack Top Sirloin & Grilled Chicken Flavor Dog Food Trays, 3.5-oz, case of 12",https://www.chewy.com/blue-buffalo-divine-delights-pate/dp/141549,11.23
stella and chewys,"Stella & Chewy's Stella's Solutions Skin & Coat Support Freeze-Dried Raw Grass-Fed Lamb & Wild-Caught Salmon Dinner Morsels Dog Food, 13-oz bag",https://www.chewy.com/stella-chewys-stellas-solutions-skin/dp/203205,20.79
