product_key,brand,brand_source,product_name,original_name,ingredients_raw,energy_kcal,price_per_day,product_url,type_of_food,dog_ages,form,source,import_timestamp
wolfworthy_8020_original|dry,Unknown,default,Wolfworthy 80/20 Original,Wolfworthy 80/20 Original Review,"Freshly Prepared Chicken (18%), Sweet Potato (16%), Dehydrated Chicken (15%), Freshly Prepared Salmon (12%), Dehydrated Turkey (7%), Freshly Prepared Beef Liver (5%), Freshly Prepared Trout (4%), Dehydrated Salmon (3.5%), Chicken Fat (3.5%), Salmon Oil (3%), Freshly Prepared Beef Hearts (2.5%), Freshly Prepared Beef Kidneys (2.5%), Freshly Prepared Free Range Eggs (2%), Chicken Gravy (2%), Broccoli (1%), Spinach (1%), Carrot (1%), Vitamins & Minerals (0.4%), Seaweed (0.2%), Fructooligosaccharides (0.1%), Mannanoligosaccharides (0.05%), Apple (0.03%), Cranberry (0.03%), Pear (0.03%), Bilberry (0.03%), Glucosamine (0.018%), Methylsulphonylmethane (0.018%), Chondroitin Sulphate (0.0125%).",402.0,1.27,https://www.allaboutdogfood.co.uk/dog-food-reviews/1533/wolfworthy-80-20-original,Complete Dry extruded,From weaning to old age,dry,allaboutdogfood,2025-09-15T13:49:40.687809
cooper_co_sensitive|dry,Unknown,default,Cooper & Co Sensitive,Cooper & Co Sensitive Review,"50% Duck (Freshly Prepared Duck 23%, Dried Duck 22%, Duck Fat 3%, Duck Gravy 2%), Sweet Potato (28%), Tapioca (14.5%), Beet Pulp, Salmon Oil (1%), Brewerâ€™s Yeast, Minerals, Chicory, Dried Blackberry, Yucca Extract (192 mg/kg), Fructooligosaccharides (95 mg/kg), Mannanoligosaccharides (25 mg/kg),",364.0,1.39,https://www.allaboutdogfood.co.uk/dog-food-reviews/2174/cooper-and-co-sensitive,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.687846
sabrepetfood|darf_complete_adult_dry_for_active_dogs|dry,Sabre Pet Food,manufacturer,Darf Complete Adult Dry for Active Dogs,Darf Complete Adult Dry for Active Dogs Review,"70% Beef (Beef Meat 49%, Beef Organs 14%, Beef Fat 7%), 10% Raw Dried Carrot, 10% Raw Apple, 6% Millet, 2% Krill, 1% Salmon Oil, 0.5% Moisture.",394.5,0.82,https://www.allaboutdogfood.co.uk/dog-food-reviews/4257/darf-complete-adult-dry-for-active-dogs,Complete Dry cold pressed,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.687876
lovejoys_hearty_wholesome_grain_free_wet|wet,Unknown,default,Lovejoys Hearty & Wholesome Grain Free Wet,Lovejoys Hearty & Wholesome Grain Free Wet Review,"Salmon (39%), White Fish (27%), Sweet Potato (8%), Green Beans (3%), Peas (3%), Herb (Parsley), Prebiotic Mannan-Oligosaccharides (111mg/kg), Seaweed (55.6mg/kg), Glucosamine (38.9mg/kg), Chondroitin (22.2mg/kg), Yucca Extract (22.2mg/kg), Cranberry Extract (22.2mg/kg), Yeast Extract (11.1mg/kg).",,2.79,https://www.allaboutdogfood.co.uk/dog-food-reviews/1824/lovejoys-hearty-and-wholesome-grain-free-wet,Complete Wet paté/loaf,From 12 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.687915
pero_organic_dog_food|dry,Unknown,default,Pero Organic Dog Food,Pero Organic Dog Food Review,"Organic Fresh Chicken (min 26%), Organic Rice (min 26%), Organic Oats, Organic Barley, Fish Meal, Organic Full Fat Soya, Organic Peas, Organic Skimmed Milk, Organic Herbs, Organic Honey, Vitamins, Minerals.",,0.96,https://www.allaboutdogfood.co.uk/dog-food-reviews/0765/pero-organic-dog-food,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.687952
clinivet_adult_large|dry,Unknown,default,Clinivet Adult Large,Clinivet Adult Large Review,"Poultry Meal (min. 28%), Maize, Brown Rice (min. 22%), Oats, Poultry Fat (min. 6%), Sugar Beet Pulp, Poultry Digest (min. 3%), Brewers Yeast, Linseeds, Minerals, Salmon Oil, Vitamins, Egg Powder, Herring Meal, L-Carnitine, Glucosamine (min. 0.035%), Methylsulphonylmethane (min. 0.035%), Prebiotic Manna-Oligosaccharides (MOS), Prebiotic Fructo-Oligosaccharides (FOS), Chondroitin Sulphate (min. 0.025%), Yucca Schidigera Extract.",,1.09,https://www.allaboutdogfood.co.uk/dog-food-reviews/0539/clinivet-adult-large,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.687988
ava|ava_medium_breed_puppy|dry,AVA,url,Ava Medium Breed Puppy,Ava Medium Breed Puppy Review,"Chicken 54.5% (Chicken Meal 27.5%, Fresh Chicken 17.5%, Chicken Fat 7%, Chicken Gravy 2.5%), Brown Rice (22.5%), Maize (12.5%), Beet Pulp (3.5%), Whole Dried Egg, Salmon Oil, Brewers Yeast, Minerals, Pre-Biotic Fructo-Oligosaccharide (1600mg/kg), Beta-Glucans, Pre-Biotic Mannan Oligosaccharides (400mg/kg), Yucca Extract (200mg/kg), Glucosamine (200mg/kg), Chondroitin (150mg/kg), Cranberry Extract, Green Tea Extract, Pomegranate Extract, Rosemary Extract.",,0.89,https://www.allaboutdogfood.co.uk/dog-food-reviews/1786/ava-medium-breed-puppy,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.688027
hoddys_wild_dry|dry,Unknown,default,Hoddy's Wild Dry,Hoddy's Wild Dry Review,"Freshly Prepared Venison (26%), Duck Meal (25%), Peas (5%), Sweet Potato, Potato, Pea Protein, Poultry Fat, Sugar Beet, Fish Oil, Carrot, Dried Seaweed, Prebiotic Fructo-Oligosaccharide (0.01%), Prebiotic Mannan-Oligosaccharide (0.01%), Yucca Extract (0.005%), Marigold Extract (0.005%).",369.0,1.0,https://www.allaboutdogfood.co.uk/dog-food-reviews/3212/hoddys-wild-dry,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688066
waitrose_tins_in_jelly|wet,Unknown,default,Waitrose Tins in Jelly,Waitrose Tins in Jelly Review,"Meat and Animal Derivatives (Including 14% Chicken, 4% Game), Derivatives of Vegetable Origin, Oils and Fats, Various Sugars, Additives.",,1.65,https://www.allaboutdogfood.co.uk/dog-food-reviews/2511/waitrose-tins-in-jelly,Complete Wet chunks in gravy/jelly,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.688106
skinners_get_out_and_go_adult_lower_energy|dry,Unknown,default,Skinners Get Out and Go Adult Lower Energy,Skinners Get Out and Go Adult Lower Energy Review,"Poultry Meat Meal (Chicken) 25%, Sweet Potato Chips 21.4%, Potato Flakes, Beet Pulp, Poultry Fat, Peas, Whole Linseed, Vitamins, Minerals, Brewers Yeast, Dried Egg, Carrots 1.2%, Parsnips 1.2%, Apple 1.2%, Pea Protein, Marine Algae Meal, Kale 0.5%, Broccoli 0.5%, Spinach 0.5%, Alfalfa 500mg/kg, Glucosamine 350mg/kg, Chondroitin Sulphate 200mg/kg, Cranberries 200mg/kg, Yucca 200mg/kg, Turmeric 100mg/kg, Ginger 100mg/kg, Marigold 100mg/kg.",,1.19,https://www.allaboutdogfood.co.uk/dog-food-reviews/3246/skinners-get-out-and-go-adult-lower-energy,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688147
carnilove_pouches|wet,Unknown,default,Carnilove Pouches,Carnilove Pouches Review,"85% Meat and Organs (59% Turkey, 26% Ostrich), 4% Blackberries, 1% Pea Flour, 1% Lignocellulose, 1% Linseed Oil.",,5.8,https://www.allaboutdogfood.co.uk/dog-food-reviews/3319/carnilove-pouches,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.688186
eden|eden_gourmet_wet|wet,Eden,product_name,Eden Gourmet Wet,Eden Gourmet Wet Review,"Freshly Prepared Goose 35%, Freshly Prepared Rabbit 35%, Broth 28%, Minerals, Mannan-Oligosaccharides (MOS), 0.1% Fructooligosaccharides (FOS), 0.1% Turmeric, 0.1% Green-Lipped Mussel, 0.1% Eggshell Powder.",,5.84,https://www.allaboutdogfood.co.uk/dog-food-reviews/2295/eden-gourmet-wet,Complete Wet paté/loaf,From weaning to old age,wet,allaboutdogfood,2025-09-15T13:49:40.688220
husse|husse_light|dry,Husse,product_name,Husse Light,Husse Light Review,"Chicken Meal 30%, Rice, Rice Flour, Pork Fat, Vegetable Fibres, Linseed, Yeast, Salmon Oil, Hydrolysed Animal Protein, Dried Whole Eggs, Fructo-Oligosaccharides (0.3%), Lecithin, Sea Algae, Tagetes.",371.0,0.79,https://www.allaboutdogfood.co.uk/dog-food-reviews/0791/husse-light,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.688257
ava|ava_wet_food_adult_sensitive|wet,AVA,url,Ava Wet Food Adult Sensitive,Ava Wet Food Adult Sensitive Review,"White Fish (64%), Potato (14.5%), Sunflower Oil, Minerals, Whole Dried Egg, Pre-Biotic Fructooligosaccharide (400mg/kg), Beta-Glucans, Glucosamine (125 mg/kg), Pre-Biotic Mannanoligosaccharide (100mg/kg), Chondroitin (50 mg/kg), Yucca Extract (50mg/kg), Cranberry Extract, Pomegranate Extract, Green Tea Extract, Rosemary Extract.",,3.76,https://www.allaboutdogfood.co.uk/dog-food-reviews/1793/ava-wet-food-adult-sensitive,Complete Wet paté/loaf,From 12 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.688299
royalcanin|royal_canin_dalmatian_adult|dry,Royal Canin,product_name,Royal Canin Dalmatian Adult,Royal Canin Dalmatian Adult Review,"Rice, Maize Flour, Animal Fats, Vegetable Protein Isolate, Wheat Flour, Egg Powder, Maize Gluten, Minerals, Vegetable Fibres, Hydrolysed Animal Proteins, Fish Oil, Soya Oil, Hydrolysed Crustaceans, Marigold Extract, Hydrolysed Cartilage.",,1.21,https://www.allaboutdogfood.co.uk/dog-food-reviews/2835/royal-canin-dalmatian-adult,Complete Dry extruded,From 18 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688333
collards_adult_lamb_and_rice|dry,Unknown,default,Collards Adult Lamb and Rice,Collards Adult Lamb and Rice Review,"Lamb 33% (Lamb Meat and Bone Meal 27%, Lamb Fat 4%, Lamb Gravy 2%), Brown Rice 21%, White Rice 21%, Whole Barley 10%, Whole Linseed 5%, Sugar Beet Pulp 3%, Potato Protein, Dried Alfalfa 0.5%, Natural Seaweed Meal 0.5%, Fructo-Oligosaccharide (from Chicory Root Extract 0.25%), Sodium Chloride, Potassium Chloride, Methionine, Yucca Extract 0.01%, Molluscs and Crustaceans as Source of Glucosamine, Chondroitin, Marigold Extract 0.005%, Rosemary Extract 0.005%.",,0.87,https://www.allaboutdogfood.co.uk/dog-food-reviews/3464/collards-adult-lamb-and-rice,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.688373
arkwrights_extra|dry,Unknown,default,Arkwrights Extra,Arkwrights Extra Review,"Cereals, Meat and Animal Derivatives (minimum 4% Beef), Vegetable Protein Extracts, Oils and Fats, Minerals, Antioxidants.",,0.29,https://www.allaboutdogfood.co.uk/dog-food-reviews/2042/arkwrights-extra,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688410
ydolo|ydolo_puppy_wet|wet,Ydolo,manufacturer,Ydolo Puppy Wet,Ydolo Puppy Wet Review,"90% Fresh Meat and Wild Caught Fish (50% Pork, 20% Sardines, 20% Anchovies), 5% Sweet Potato, 3% Health Mix (Banana 5982 mg/kg), Artichoke (4487 mg/kg), Chicory, Alfalfa (2692 mg/kg), Apples (2542 mg/kg), Broccoli, Blueberries (2333 mg/kg), Sprouts (2303 mg/kg), Green Lip Mussel (598 mg/kg), Rosemary (419 mg/kg), Thyme (389 mg/kg), Oregano (359 mg/kg), Milk Thistle, Spirulina (242 mg/kg), Olive Oil, Yucca), 1% Trout Oil, Glucosamine (1000 mg/kg), Chondroitin (850 mg/kg), MSM (650 mg/kg).",149.0,4.15,https://www.allaboutdogfood.co.uk/dog-food-reviews/4317/ydolo-puppy-wet,Complete Wet paté/loaf,From 2 months to 12 months,wet,allaboutdogfood,2025-09-15T13:49:40.688439
leader_adult_slimline_small_breed|dry,Unknown,default,Leader Adult Slimline Small Breed,Leader Adult Slimline Small Breed Review,"Dehydrated Turkey (21%), Brown Rice, White Rice, Pea Starch, Potato Starch, Dehulled Oats, Chicken Fat, Whole Linseed, Minerals, Alfalfa, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Ginger, Turmeric, Glucosamine Hydrochloride, Yucca Schidigera, Chondroitin Sulphate.",,0.9,https://www.allaboutdogfood.co.uk/dog-food-reviews/2305/leader-adult-slimline-small-breed,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688477
bakers|bakers_small_dog|dry,Bakers,product_name,Bakers Small Dog,Bakers Small Dog Review,"Wholegrain Cereals 45% (Including min. 4% Wheat, 4% Maize), Meat and Animal Derivatives 16% (Including min. 7% Chicken), Vegetable Protein Extracts, Derivatives of Vegetable Origin, Oils and Fats, Glycerol, Minerals, Propylene Glycol, Vegetables (0.3% Dried Pea and 0.3% Dried Carrot).",,0.58,https://www.allaboutdogfood.co.uk/dog-food-reviews/0402/bakers-small-dog,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688512
rocco|rocco_senior|wet,Rocco,product_name,Rocco Senior,Rocco Senior Review,"65% Lamb (Heart, Meat, Liver, Tripe), 28.8% Stock, 5% Millet, 1% Minerals, 0.2% Safflower Oil.",,1.28,https://www.allaboutdogfood.co.uk/dog-food-reviews/0484/rocco-senior,Complete Wet paté/loaf,From 7 years to old age,wet,allaboutdogfood,2025-09-15T13:49:40.688546
eukanuba|eukanuba_puppy_rich_in_lamb_rice|dry,Eukanuba,product_name,Eukanuba Puppy Rich In Lamb & Rice,Eukanuba Puppy Rich In Lamb & Rice Review,"Dried Chicken and Turkey, Lamb (14%), Rice (14%), Maize, Sorghum, Dried Whole Egg, Fish Meal, Dried Beet Pulp (2.6%), Hydrolysed Animal Proteins (from Chicken), Animal Fat (from Chicken and Pork), Fish Oil, Brewer's Dried Yeast, Potassium Chloride, Sodium Chloride, Dicalcium Phosphate, Fructooligosaccharides (0.26%), Calcium Carbonate.",374.0,1.6,https://www.allaboutdogfood.co.uk/dog-food-reviews/0102/eukanuba-puppy-rich-in-lamb-and-rice,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.688580
cobbydog|cobbydog_grain_free|dry,Cobbydog,manufacturer,Cobbydog Grain Free,Cobbydog Grain Free Review,"Dehydrated Salmon (24%), Fresh Salmon (18%), Potato (16%), Sweet Potato (15%), Chicken Oil, Yeast and Yeast Extracts, Peas, Alfalfa, Digest, Salmon Oil, Whole Linseed, Minerals, Seaweed Meal, Prebiotics FOS, Pumpkin, Carrots, Apples, Tomatoes, Glucosamine, Yucca Extract, Chondroitin, Marigold, Rosemary, Fennel, Peppermint, Spinach, Thyme, Marjoram, Oregano, Parsley, Sage, Fenugreek Seeds, Comfrey Leaves, Rubbed Mint, Green Tea, Cranberry.",,0.84,https://www.allaboutdogfood.co.uk/dog-food-reviews/1908/cobbydog-grain-free,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688608
poppyspicnic|poppys_picnic_power_balls|raw,Poppy's Picnic,manufacturer,Poppy's Picnic Power Balls,Poppy's Picnic Power Balls Review,"74% Grass Fed Beef (53.7% Beef Meat, 11% Beef Heart, 4.9% Beef Liver, 4.4% Beef Kidney), Fresh Vegetables (4% Sweet Potato, 4% Green Cabbage, 4% Carrots, 4% Parsnip, Parsley), Organic Crude Wheatgerm, Natural Vitamin E from Sunflower Oil, Sustainably Sourced Wild Salmon Oil, Crushed Eggshells, 0.7% Kelp Seaweed, 0.44% Spirulina, 0.34% Wheatgrass, 0.2% Turmeric.",177.0,3.69,https://www.allaboutdogfood.co.uk/dog-food-reviews/2285/poppys-picnic-power-balls,Complete Raw,From 12 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.688638
wainwrights|wainwrights_trays_mature_grain_free|wet,Wainwright's,product_name,Wainwright's Trays Mature Grain Free,Wainwright's Trays Mature Grain Free Review,"Turkey (72%), Peas (5%), Carrots (2%), Sweet Potato, Seaweed, Vitamins, Minerals, Alfalfa, Flaxseed, Chicory Root, Yucca, Parsley, Rosemary, Garlic, Glucosamine (0.1%), Chondroitin 0.1%).",,1.59,https://www.allaboutdogfood.co.uk/dog-food-reviews/1038/wainwrights-trays-mature-grain-free,Complete Wet paté/loaf,From 7 years to old age,wet,allaboutdogfood,2025-09-15T13:49:40.688676
butternutbox|butternut_box_ready_steady_veggie|unknown,Butternut Box,manufacturer,Butternut Box Ready Steady Veggie,Butternut Box Ready Steady Veggie Review,"Freshly Prepared Vegetables (Carrots, Butternut Squash, Sweet Potatoes, Parsnips, Green Beans, Cauliflower, Broccoli, Spinach), Cottage Cheese (10%), Split Red Lentils, Whole Red Lentils, Milled Chickpeas, Potato Protein, Eggs (4%), Cranberries, Flaxseed Oil, Pea Protein, Brewer’s Yeast, Minerals, Ground Flaxseed, Dried Thyme, Dried Parsley.",,4.96,https://www.allaboutdogfood.co.uk/dog-food-reviews/3033/butternut-box-ready-steady-veggie,Complete Chilled Fresh,From 12 months to old age,unknown,allaboutdogfood,2025-09-15T13:49:40.688707
growling_tums_delicate|dry,Unknown,default,Growling Tums Delicate,Growling Tums Delicate Review,"Duck 36% (Including Dried Duck 27%, Duck Fat 7%, Duck Gravy 2%), Potato (31%), Peas, Beet Pulp (7%), Brewer's Yeast, Linseed, Minerals, Vitamins.",350.0,0.78,https://www.allaboutdogfood.co.uk/dog-food-reviews/2525/growling-tums-delicate,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688744
leader_puppy_small_breed|dry,Unknown,default,Leader Puppy Small Breed,Leader Puppy Small Breed Review,"Dehydrated Chicken (39%), Brown Rice, White Rice, Chicken Fat, Dehulled Oats, Whole Linseed, Alfalfa, Hydrolysed Liver Protein, Minerals, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Ginger, Turmeric, Glucosamine Hydrochloride, Yucca Schidigera, Chondroitin Sulphate.",,1.72,https://www.allaboutdogfood.co.uk/dog-food-reviews/2310/leader-puppy-small-breed,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.688779
royalcanin|royal_canin_medium_digestive_care|dry,Royal Canin,product_name,Royal Canin Medium Digestive Care,Royal Canin Medium Digestive Care Review,"Rice, Dehydrated Poultry Proteins, Wheat Flour, Animal Fats, Wheat, Maize Gluten, Wheat Gluten, Barley, Hydrolysed Animal Proteins, Beet Pulp, Soya Oil, Minerals, Fish Oil, Vegetable Fibres, Fructo-Oligosaccharides, Yeasts, Borage Oil, Marigold Meal.",,1.15,https://www.allaboutdogfood.co.uk/dog-food-reviews/0392/royal-canin-medium-digestive-care,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.688812
engage_adult|dry,Unknown,default,Engage Adult,Engage Adult Review,"Maize, Dehydrated Beef Meat, Poultry Fat, Fishmeal, Whole Linseed, Beet Pulp, Natural Digest, Sodium Chloride, Calcium Carbonate, Yeast Extract, Chicory Inulin, Antioxidants, Preservatives. Total Meat Content 25%.",,0.35,https://www.allaboutdogfood.co.uk/dog-food-reviews/2291/engage-adult,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688848
purizon_adult_pouches|wet,Unknown,default,Purizon Adult Pouches,Purizon Adult Pouches Review,"45% Chicken Fillet, 28.8% Broth, 10% Turkey Liver and Gizzards, 5% Black Angus Lung and Heart, 5% Chicken Fat, 3% Sweet Potato, 2% Cranberry, 1% Minerals, 0.2% Salmon Oil.",111.0,3.64,https://www.allaboutdogfood.co.uk/dog-food-reviews/3796/purizon-adult-pouches,Complete Wet chunks in gravy/jelly,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.688884
husse|husse_digest_giant|dry,Husse,product_name,Husse Digest Giant,Husse Digest Giant Review,"Lamb Meal 24%, Rice, Rice Flour, Pork Fat, Salmon Meal 6%, Linseed, Yeast, Vegetable Fibres, Hydrolysed Animal Protein, Salmon Oil, Fructo-Oligosaccharides (0.3%), Potassium Chloride, Lecithin, Sea Algae, Tagetes.",392.4,0.76,https://www.allaboutdogfood.co.uk/dog-food-reviews/1451/husse-digest-giant,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688921
leader_adult_supreme_large_breed|dry,Unknown,default,Leader Adult Supreme Large Breed,Leader Adult Supreme Large Breed Review,"Dehydrated Chicken (26%), Brown Rice, White Rice, Chicken Fat, Dehulled Oats, Whole Linseed, Minerals, Alfalfa, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Ginger, Turmeric, Glucosamine Hydrochloride, Yucca Schidigera, Chondroitin Sulphate.",,0.63,https://www.allaboutdogfood.co.uk/dog-food-reviews/2307/leader-adult-supreme-large-breed,Complete Dry extruded,From 2 years to 6 years,dry,allaboutdogfood,2025-09-15T13:49:40.688958
europa_senior_low_calorie|dry,Unknown,default,Europa Senior / Low Calorie,Europa Senior / Low Calorie Review,"Brown Rice (22%), Dried Fish (20%), Barley, Oats, White Rice (10%), Chicken Fat, Beet Pulp (4%), Pea Fibre, Brewer's Yeast, Minerals, Vitamins, Yucca Schidigera Extract (190 mg/kg), Glucosamine (180 mg/kg), Methylsulfonylmethane (180 mg/kg), Chondroitin Sulphate (125 mg/kg).",341.0,0.63,https://www.allaboutdogfood.co.uk/dog-food-reviews/0909/europa-senior--low-calorie,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.688996
royalcanin|royal_canin_boxer_adult|dry,Royal Canin,product_name,Royal Canin Boxer Adult,Royal Canin Boxer Adult Review,"Rice, Animal Fats, Dehydrated Poultry Protein, Maize, Vegetable Protein Isolate, Dehydrated Pork Protein, Hydrolysed Animal Proteins, Vegetable Fibres, Beet Pulp, Minerals, Soya Oil, Fish Oil, Copra Oil, Dehydrated Tomato, Hydrolysed Yeast, Hydrolysed Crustaceans, Marigold Extract, Hydrolysed Cartilage.",,1.34,https://www.allaboutdogfood.co.uk/dog-food-reviews/2843/royal-canin-boxer-adult,Complete Dry extruded,From 18 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689028
beta_puppy|dry,Unknown,default,Beta Puppy,Beta Puppy Review,"Turkey Meal (20%), Wheat, Corn, Animal Fats, Soya Meal, Lamb Meal (7%), Rice, Wheat Middlings, Dried Beet Pulp, Digest, Corn Gluten, Dried Chicory Root (1%), Minerals, Fish Oil, Dried Carrot (0.07%), Dried Spinach (0.07%), Dried Parsley (0.07%), Natural Prebiotic.",,0.53,https://www.allaboutdogfood.co.uk/dog-food-reviews/0254/beta-puppy,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.689068
leader_adult_sensitive_large_breed|dry,Unknown,default,Leader Adult Sensitive Large Breed,Leader Adult Sensitive Large Breed Review,"Dehydrated Lamb (27%), Brown Rice, White Rice, Sunflower Oil, Potato Protein, Whole Linseed, Minerals, Alfalfa, Seaweed Meal, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Yucca Schidigera.",,0.69,https://www.allaboutdogfood.co.uk/dog-food-reviews/2308/leader-adult-sensitive-large-breed,Complete Dry extruded,From 2 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689104
ava|ava_breed_health_boxer_dry|dry,AVA,url,Ava Breed Health Boxer Dry,Ava Breed Health Boxer Dry Review,"Chicken Meal (24.1%), Sweet Potato (23.8%), Chicken (15.8%) Pea Starch (11.4%), Chicken Fat (5.7%), Beet Pulp (5.3%), Pumpkin, Chicken Gravy (2.6%), Salmon Oil, Brewers Yeast, Egg, Minerals, Chicory Inulin (a Source of Prebiotic Fructooligosaccharides (2, 000mg/kg), Yeasts (1375mg/kg), Glucosamine (400mg/kg), Chondroitin Sulphate (300mg/kg), Yucca Schidigera Extract (250mg/kg), Cranberry Extract (180mg/kg), Pomegranate Extract (90mg/kg), Green Tea Extract (90mg/kg).",,0.65,https://www.allaboutdogfood.co.uk/dog-food-reviews/1854/ava-breed-health-boxer-dry,Complete Dry extruded,From 15 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689142
jollyes|lifestage_adult_dog_grain_free_wet|wet,Jollyes,manufacturer,Lifestage Adult Dog Grain Free Wet,Lifestage Adult Dog Grain Free Wet Review,"Turkey (60%), Potatoes (26%), Carrots (5%), Peas (5%), Minerals, Salmon Oil, Sunflower Oil, Dried Kelp, Basil, Vitamins.",,3.6,https://www.allaboutdogfood.co.uk/dog-food-reviews/3236/lifestage-adult-dog-grain-free-wet,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.689171
flourish_grain_free_working_and_sporting_dog|dry,Unknown,default,Flourish Grain Free Working and Sporting Dog,Flourish Grain Free Working and Sporting Dog Review,"Turkey 50% (Including Freshly Prepared Turkey 28%, Dried Turkey 20%, Turkey Stock 2%), Sweet Potato (26%), Peas (9%), Potato, Beet Pup, Linseed Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Cranberry 0.3%, FOS (96 mg/kg) MOS (24 mg Kg).",375.0,1.16,https://www.allaboutdogfood.co.uk/dog-food-reviews/3272/flourish-grain-free-working-and-sporting-dog,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.689209
nutrivet_instinct_atlantic_ten_fish|dry,Unknown,default,Nutrivet Instinct Atlantic Ten Fish,Nutrivet Instinct Atlantic Ten Fish Review,"Herring (min. 13%), Salmon (min. 11%), Cod (min. 9%), Sardines (min. 9%), Potatoes, Peas, Chicken Fat (min. 7%), Dehydrated Mackerel (min. 7%), Dehydrated Pollock (min. 5%), Dehydrated Whiting (min. 4%), Bass (min. 2%), Dehydrated Seabream (min. 2%), Dehydrated Hake (min. 2%), Dehydrated Chicken (min. 2%), Powdered Eggs (min. 2%), Salmon Oil (min. 2%), Fish Oil (min. 2%), Dehydrated Pea Protein, Beetroot Pulp, Green Beans, Lentils, Sweet Potatoes, Tomatoes, Apples, Alfalfa, Spinach, Chicory Root, Yeast, Fennel Leaves, Lingon Berries, Pomegranate Pulp, Blackcurrant Jelly, Vitamins & Minerals, Dehydrated Plasma Protein, Hydrolysed Poultry Livers, Grape SeedS, Potassium Chloride, Calcium Carbonate, Fructo-Oligosaccharides (FOS), Mannan-Oligosaccharides (MOS), Taurine, Fucus Vesiculosus Extract (Bladderwrack), Ascophyllum Nodosum Extract (Rockweed), Yucca Schidigera Extract, Chondroitin Sulphate, N-Acetyl-Glucosamine Sulphate, Methyl-Sulfonyl-Methane, Mint Leaf, L-Carnitine Tartrate, Rosemary Extract, Green Tea Extract, Phosphoric Acid.",,0.73,https://www.allaboutdogfood.co.uk/dog-food-reviews/0513/nutrivet-instinct-atlantic-ten-fish,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.689246
